;d;renewable
h3352;65909;0.238637995
h3353;65131;0.178346875
h3354;64339;0.109083862
h3355;63373;0.056831558
h3356;61158;0.031006862
h3357;60284;0.034796589
h3358;57126;0.042462174
h3359;51910;0.048921937
h3360;48138;0.050894895
h3361;46301;0.052086174
h3362;45235;0.050693956
h3363;45386;0.050550428
h3364;46549;0.043574986
h3365;49706;0.040991489
h3366;57954;0.056980466
h3367;64640;0.096450562
h3368;68039;0.150359537
h3369;68946;0.212349117
h3370;70582;0.27149685
h3371;71970;0.313564796
h3372;71288;0.338409427
h3373;70361;0.338136724
h3374;69303;0.321444462
h3375;67744;0.290514259
h3376;66026;0.241786632
h3377;65519;0.188092948
h3378;64834;0.132016707
h3379;63896;0.085212349
h3380;61475;0.075007535
h3381;60576;0.09800066
h3382;57703;0.130323081
h3383;52723;0.149842837
h3384;49370;0.162892811
h3385;47438;0.161515282
h3386;46091;0.156320849
h3387;46186;0.137107189
h3388;47171;0.108336921
h3389;50045;0.099698666
h3390;57993;0.115798536
h3391;64466;0.14233032
h3392;67719;0.192825369
h3393;68656;0.260898264
h3394;70288;0.311823791
h3395;71702;0.347008179
h3396;70637;0.359334194
h3397;70032;0.356048214
h3398;69076;0.332988951
h3399;67950;0.289998565
h3400;66459;0.238355575
h3401;66338;0.167800258
h3402;65627;0.105280528
h3403;64508;0.067685464
h3404;62197;0.061902712
h3405;60757;0.068560769
h3406;57203;0.078734395
h3407;52305;0.091003013
h3408;48861;0.090876488
h3409;46967;0.097417874
h3410;45857;0.095108306
h3411;45917;0.078797877
h3412;46906;0.063706785
h3413;49876;0.061081624
h3414;57723;0.057638789
h3415;64519;0.067407832
h3416;68209;0.094864438
h3417;69053;0.12085784
h3418;70413;0.149806341
h3419;71587;0.175785397
h3420;70869;0.205178597
h3421;69364;0.219308564
h3422;67312;0.227585712
h3423;65660;0.222722708
h3424;64253;0.20794721
h3425;63597;0.164065414
h3426;62795;0.113183187
h3427;61423;0.060077464
h3428;58842;0.030383015
h3429;57361;0.017845359
h3430;55186;0.020312724
h3431;50967;0.022407115
h3432;47211;0.02081361
h3433;44932;0.023424276
h3434;43391;0.02366813
h3435;43055;0.020784921
h3436;43067;0.017743925
h3437;42957;0.02081361
h3438;45088;0.04152681
h3439;49507;0.070172419
h3440;54279;0.107697163
h3441;57478;0.144246493
h3442;58958;0.179031471
h3443;59567;0.203201652
h3444;57707;0.228505035
h3445;55844;0.252632183
h3446;54115;0.255888344
h3447;53110;0.238990734
h3448;52289;0.206486502
h3449;52435;0.166250681
h3450;52523;0.115184898
h3451;51673;0.056559658
h3452;49659;0.025905844
h3453;48901;0.017557449
h3454;47982;0.019307456
h3455;44858;0.021832057
h3456;41486;0.021659303
h3457;39329;0.021085547
h3458;38188;0.022692065
h3459;37554;0.024642837
h3460;37557;0.029835332
h3461;37226;0.032775833
h3462;38161;0.049988525
h3463;41003;0.085790923
h3464;44878;0.150969648
h3465;47803;0.223564175
h3466;49749;0.282144701
h3467;51655;0.317789317
h3468;51301;0.328891503
h3469;49211;0.321504389
h3470;47626;0.308838717
h3471;46399;0.278687819
h3472;45871;0.232586494
h3473;46922;0.170276551
h3474;48571;0.10438063
h3475;49162;0.052068392
h3476;48888;0.025144873
h3477;49401;0.02564691
h3478;49955;0.038384302
h3479;46353;0.050461874
h3480;43633;0.054943007
h3481;42179;0.056190408
h3482;41305;0.056921643
h3483;41515;0.053408847
h3484;42942;0.054398165
h3485;46437;0.059903936
h3486;55575;0.073567998
h3487;62697;0.094673453
h3488;66246;0.133385906
h3489;67491;0.19057997
h3490;69507;0.249939064
h3491;71116;0.301584343
h3492;70511;0.322288336
h3493;70081;0.319463761
h3494;68845;0.307133128
h3495;67669;0.285998996
h3496;66376;0.257108036
h3497;65933;0.221205821
h3498;65378;0.183955839
h3499;64464;0.143494157
h3500;61894;0.115062012
h3501;60051;0.112022367
h3502;56937;0.113112051
h3503;51961;0.109169116
h3504;48423;0.100111793
h3505;46457;0.092128648
h3506;45286;0.086352692
h3507;45398;0.081837987
h3508;46621;0.080433412
h3509;49783;0.081178696
h3510;57793;0.09172734
h3511;64206;0.107965946
h3512;67757;0.137232701
h3513;68977;0.170541191
h3514;70678;0.194576621
h3515;72121;0.214627644
h3516;71289;0.229461675
h3517;70699;0.233603738
h3518;69531;0.230077968
h3519;68475;0.220145617
h3520;67153;0.208880353
h3521;66900;0.191695809
h3522;66390;0.179269621
h3523;65317;0.159204265
h3524;62936;0.144026257
h3525;60906;0.137075044
h3526;57333;0.135813793
h3527;52505;0.131399415
h3528;49041;0.135146749
h3529;46924;0.138212081
h3530;45900;0.134416226
h3531;45987;0.131436838
h3532;47187;0.126767221
h3533;50370;0.123959721
h3534;58533;0.13345652
h3535;64990;0.148324811
h3536;68330;0.165685474
h3537;69198;0.181656712
h3538;70400;0.202326214
h3539;71777;0.210963574
h3540;70758;0.215848051
h3541;69889;0.219916061
h3542;68519;0.213498919
h3543;67358;0.207182043
h3544;65482;0.187987911
h3545;64664;0.168722158
h3546;63906;0.146706201
h3547;62968;0.127325856
h3548;60161;0.108146047
h3549;57929;0.098305473
h3550;55143;0.09224643
h3551;50645;0.086144414
h3552;47048;0.075825718
h3553;44480;0.069652525
h3554;43137;0.069552264
h3555;42809;0.069838724
h3556;42739;0.068334813
h3557;41335;0.065828296
h3558;40975;0.078189006
h3559;43548;0.097123951
h3560;47066;0.134206079
h3561;49747;0.16650434
h3562;51915;0.184365063
h3563;53905;0.190280443
h3564;53309;0.187229654
h3565;51194;0.182732247
h3566;49592;0.169111117
h3567;48277;0.149531639
h3568;47856;0.124366209
h3569;48635;0.098455986
h3570;49436;0.069409035
h3571;49567;0.043097768
h3572;49109;0.024463605
h3573;48701;0.019178435
h3574;48291;0.019737031
h3575;44881;0.023346415
h3576;41933;0.026426168
h3577;40194;0.027313721
h3578;39318;0.025295254
h3579;39375;0.025280939
h3580;40363;0.028301482
h3581;42654;0.033655429
h3582;48460;0.048242789
h3583;54161;0.073094267
h3584;58010;0.119662157
h3585;59781;0.168391668
h3586;61162;0.205754778
h3587;62328;0.228874096
h3588;61857;0.244520793
h3589;60400;0.249130341
h3590;58872;0.241156682
h3591;57657;0.229733018
h3592;56606;0.208116813
h3593;56721;0.173745616
h3594;56775;0.130613413
h3595;55925;0.084260253
h3596;53710;0.04966001
h3597;52296;0.040455229
h3598;51563;0.046224322
h3599;47577;0.05237993
h3600;44000;0.058199771
h3601;41637;0.060174585
h3602;40488;0.06280767
h3603;40105;0.065497997
h3604;40539;0.065555238
h3605;40601;0.07208071
h3606;42725;0.087607327
h3607;46429;0.12731826
h3608;50819;0.201016027
h3609;54021;0.277404121
h3610;55718;0.332713223
h3611;56236;0.360103034
h3612;55306;0.368574699
h3613;53340;0.371307956
h3614;51851;0.357884946
h3615;50554;0.335031483
h3616;49998;0.294433314
h3617;50498;0.23777905
h3618;50897;0.173139668
h3619;50252;0.111505438
h3620;48318;0.068918145
h3621;47505;0.054021179
h3622;47283;0.052618775
h3623;44271;0.049313108
h3624;41042;0.044127116
h3625;38644;0.038418063
h3626;37372;0.036629513
h3627;36889;0.0306486
h3628;36961;0.024295669
h3629;36332;0.022478502
h3630;37017;0.036429195
h3631;39547;0.067292421
h3632;43147;0.114023666
h3633;46245;0.163444891
h3634;48394;0.214382807
h3635;50845;0.252901029
h3636;50512;0.267824693
h3637;48493;0.262974145
h3638;46793;0.252013908
h3639;45927;0.233212666
h3640;45688;0.199716694
h3641;46758;0.151239823
h3642;48255;0.096324171
h3643;48774;0.050909299
h3644;48383;0.020918886
h3645;48407;0.012605703
h3646;49174;0.014279787
h3647;45545;0.013664525
h3648;42588;0.013592789
h3649;40936;0.012648448
h3650;40088;0.009314637
h3651;40456;0.007168407
h3652;42298;0.006681929
h3653;46025;0.009615109
h3654;55189;0.029503506
h3655;62169;0.072528259
h3656;65904;0.136628988
h3657;66931;0.204979253
h3658;68530;0.259464873
h3659;69910;0.281585348
h3660;69410;0.278323079
h3661;68814;0.268035484
h3662;67463;0.253154958
h3663;66039;0.226312777
h3664;64305;0.19181571
h3665;63766;0.146101016
h3666;63415;0.0991272
h3667;62707;0.057075404
h3668;60277;0.024095006
h3669;58450;0.015052225
h3670;56333;0.016010874
h3671;51367;0.017055373
h3672;47592;0.015836004
h3673;45645;0.017109178
h3674;44803;0.014248112
h3675;45042;0.010872053
h3676;46182;0.008568894
h3677;48975;0.009241245
h3678;57073;0.028367475
h3679;63448;0.070553902
h3680;66756;0.130292973
h3681;67754;0.19651236
h3682;69103;0.25064374
h3683;70495;0.273646715
h3684;69843;0.275620851
h3685;69260;0.261415656
h3686;67837;0.241559854
h3687;66687;0.215252346
h3688;65246;0.186555848
h3689;64893;0.145342184
h3690;64289;0.094987411
h3691;63578;0.050969902
h3692;61191;0.023131724
h3693;59039;0.01333257
h3694;56498;0.015678645
h3695;51587;0.022373541
h3696;47887;0.024741148
h3697;46043;0.023682856
h3698;44900;0.020894114
h3699;45266;0.021337452
h3700;46402;0.019907328
h3701;49310;0.023482638
h3702;57432;0.042317373
h3703;63725;0.083319032
h3704;67044;0.142297351
h3705;67823;0.209255763
h3706;69439;0.266403524
h3707;70667;0.302128025
h3708;70142;0.303658258
h3709;69487;0.285195355
h3710;68384;0.256492764
h3711;67545;0.220939878
h3712;66027;0.183012986
h3713;65628;0.147646016
h3714;65405;0.11232195
h3715;64410;0.080029747
h3716;61749;0.063683428
h3717;59752;0.06152394
h3718;56879;0.072907728
h3719;51852;0.083662262
h3720;48379;0.079581361
h3721;46397;0.082798359
h3722;45394;0.07843754
h3723;45462;0.085443445
h3724;46438;0.09027609
h3725;49440;0.099812699
h3726;57446;0.118800132
h3727;63688;0.155817046
h3728;66976;0.225447163
h3729;67941;0.300996554
h3730;69451;0.355828484
h3731;71071;0.374815916
h3732;70210;0.383952188
h3733;69489;0.39673439
h3734;68192;0.401495546
h3735;66943;0.382551007
h3736;65420;0.339214481
h3737;64737;0.277691197
h3738;63994;0.204586723
h3739;62852;0.124076007
h3740;60507;0.076979168
h3741;58556;0.061537582
h3742;56652;0.067085115
h3743;51802;0.066441715
h3744;47965;0.060807044
h3745;45969;0.061050044
h3746;44991;0.06306551
h3747;45230;0.060249575
h3748;46409;0.059606341
h3749;49104;0.067282265
h3750;56965;0.085578696
h3751;63421;0.124715905
h3752;66661;0.188524707
h3753;67638;0.264097543
h3754;69013;0.329907517
h3755;70157;0.369459255
h3756;69098;0.384225046
h3757;67704;0.381709287
h3758;66039;0.360168098
h3759;64580;0.326591289
h3760;63124;0.271916408
h3761;62474;0.2028045
h3762;61430;0.125802256
h3763;60242;0.064509213
h3764;57662;0.027201647
h3765;55781;0.019054017
h3766;54525;0.026729942
h3767;50463;0.034991924
h3768;46646;0.038644029
h3769;44109;0.042788544
h3770;42777;0.043903276
h3771;42203;0.043517407
h3772;42077;0.039387183
h3773;41559;0.039701595
h3774;44096;0.057008518
h3775;48280;0.093237295
h3776;52896;0.156233922
h3777;56042;0.227148002
h3778;57836;0.285542789
h3779;58237;0.324801349
h3780;56943;0.345752587
h3781;54891;0.349411193
h3782;53162;0.338321043
h3783;52452;0.30563654
h3784;51846;0.245784028
h3785;51876;0.172683359
h3786;51728;0.104227405
h3787;50844;0.056293946
h3788;48684;0.032355799
h3789;47488;0.027954039
h3790;47363;0.036571772
h3791;44342;0.042631338
h3792;40795;0.041130738
h3793;38481;0.040187504
h3794;36795;0.037429257
h3795;36035;0.032527297
h3796;35576;0.031398274
h3797;34801;0.035985823
h3798;35945;0.051563483
h3799;38998;0.092108272
h3800;43216;0.151160464
h3801;46047;0.218501686
h3802;47967;0.271737266
h3803;49707;0.308037501
h3804;48877;0.33060367
h3805;47009;0.33270451
h3806;45830;0.322743383
h3807;44974;0.296118447
h3808;44609;0.256416852
h3809;45194;0.195335277
h3810;46164;0.133667753
h3811;46039;0.077288058
h3812;45173;0.045889784
h3813;44874;0.038686903
h3814;45439;0.049334019
h3815;42727;0.056508318
h3816;39795;0.0557199
h3817;37846;0.044930332
h3818;36671;0.036570204
h3819;36182;0.02865309
h3820;36069;0.03354055
h3821;35862;0.036598785
h3822;37086;0.05850661
h3823;40083;0.102508039
h3824;43992;0.168403001
h3825;47051;0.246902465
h3826;49214;0.304608789
h3827;50991;0.344337263
h3828;50531;0.360185781
h3829;48944;0.357642015
h3830;47690;0.33764916
h3831;47282;0.302293676
h3832;47167;0.250032154
h3833;48252;0.198370847
h3834;49365;0.136963201
h3835;49413;0.089331904
h3836;48772;0.063622722
h3837;48124;0.062608074
h3838;48499;0.071025366
h3839;45213;0.090618078
h3840;42348;0.105734741
h3841;40592;0.101690555
h3842;39865;0.093773668
h3843;40027;0.090615488
h3844;41298;0.084899324
h3845;44665;0.085170842
h3846;53961;0.128199265
h3847;61662;0.158151964
h3848;66038;0.193649342
h3849;68030;0.232147706
h3850;70141;0.281706847
h3851;71864;0.307501036
h3852;71227;0.325163982
h3853;70739;0.328379325
h3854;69880;0.31949069
h3855;68762;0.28810895
h3856;67003;0.241336439
h3857;66219;0.182559984
h3858;65247;0.120253798
h3859;63856;0.065478657
h3860;61102;0.038469783
h3861;58780;0.029409663
h3862;56538;0.027251811
h3863;52068;0.036926419
h3864;49095;0.046209902
h3865;47027;0.041694649
h3866;45868;0.036693577
h3867;46032;0.033007073
h3868;46618;0.035807673
h3869;49324;0.034621705
h3870;57303;0.048767593
h3871;64042;0.082117597
h3872;67767;0.128356076
h3873;69044;0.181467457
h3874;70935;0.23163535
h3875;72496;0.275530471
h3876;71755;0.298649711
h3877;70814;0.30659427
h3878;69658;0.288518968
h3879;68392;0.260412946
h3880;66502;0.21903265
h3881;65315;0.167407302
h3882;64447;0.123669358
h3883;63253;0.078273916
h3884;60411;0.049639208
h3885;58230;0.039551332
h3886;56546;0.044695292
h3887;52087;0.049553476
h3888;48755;0.049257143
h3889;46688;0.0484
h3890;45278;0.049757143
h3891;45376;0.046542857
h3892;46027;0.0408
h3893;48691;0.040885714
h3894;56245;0.051542857
h3895;62491;0.084971429
h3896;65928;0.1447
h3897;67070;0.208585714
h3898;69059;0.261
h3899;70481;0.300171429
h3900;70108;0.320142857
h3901;69297;0.327285714
h3902;68451;0.326728571
h3903;67493;0.307485714
h3904;65737;0.269628571
h3905;64900;0.216828571
h3906;63966;0.157585714
h3907;62940;0.099
h3908;60399;0.056185714
h3909;58309;0.041614286
h3910;56859;0.044585714
h3911;53060;0.047742857
h3912;49202;0.046892849
h3913;46579;0.048292209
h3914;45380;0.05143363
h3915;45417;0.054689285
h3916;46222;0.057073909
h3917;48695;0.059072995
h3918;56341;0.074294608
h3919;62515;0.109121544
h3920;65951;0.168251656
h3921;67497;0.242917523
h3922;69240;0.303489833
h3923;70385;0.344142678
h3924;69436;0.379712132
h3925;68256;0.405785926
h3926;66582;0.404158099
h3927;65114;0.382882111
h3928;64011;0.355808773
h3929;63491;0.315027416
h3930;62705;0.256182888
h3931;60913;0.187514279
h3932;58289;0.133396162
h3933;55880;0.105794494
h3934;54291;0.094585332
h3935;50806;0.087988348
h3936;47427;0.081576993
h3937;44923;0.075051405
h3938;43126;0.071495888
h3939;42506;0.065941284
h3940;42228;0.06057231
h3941;41909;0.05740233
h3942;44300;0.071838588
h3943;48169;0.100982408
h3944;52402;0.1457191
h3945;55629;0.191983665
h3946;57596;0.225168494
h3947;57923;0.243831391
h3948;56506;0.255297578
h3949;54345;0.273689171
h3950;52571;0.27827279
h3951;51487;0.271490176
h3952;51206;0.249500228
h3953;51725;0.213459561
h3954;51779;0.156628398
h3955;50710;0.101853438
h3956;48535;0.05987263
h3957;46982;0.039139251
h3958;46744;0.035255312
h3959;44148;0.033213388
h3960;41419;0.03107151
h3961;39212;0.030685972
h3962;37584;0.03072881
h3963;36608;0.029900617
h3964;36346;0.03037183
h3965;35641;0.035954992
h3966;36625;0.054360864
h3967;39160;0.088088302
h3968;42860;0.152972927
h3969;45950;0.218100297
h3970;48432;0.263450994
h3971;50612;0.28756854
h3972;50147;0.297192712
h3973;48093;0.292223555
h3974;46352;0.283670322
h3975;45521;0.270447795
h3976;45501;0.240218757
h3977;46542;0.198395019
h3978;48059;0.146261709
h3979;48072;0.095899018
h3980;47575;0.057316655
h3981;47303;0.040281586
h3982;48473;0.040867032
h3983;45258;0.037982637
h3984;42454;0.033393296
h3985;40848;0.028053795
h3986;39905;0.026254925
h3987;40224;0.02908172
h3988;41469;0.031194678
h3989;44724;0.036762606
h3990;53660;0.055707841
h3991;60386;0.096996174
h3992;64238;0.157558106
h3993;65830;0.219719034
h3994;67891;0.26217806
h3995;69278;0.276897379
h3996;68451;0.285848895
h3997;67817;0.2938867
h3998;66615;0.288575752
h3999;65631;0.271515048
h4000;63959;0.240149049
h4001;63343;0.197690023
h4002;61061;0.148206841
h4003;58749;0.10007995
h4004;57347;0.061161556
h4005;56037;0.0432728
h4006;54357;0.037676318
h4007;49965;0.038318771
h4008;46892;0.03520363
h4009;45085;0.033006079
h4010;43865;0.030537401
h4011;43938;0.028653786
h4012;44933;0.024658238
h4013;47626;0.025029253
h4014;55626;0.041082793
h4015;61896;0.069394104
h4016;65340;0.116541568
h4017;66194;0.168997403
h4018;67887;0.214632267
h4019;69504;0.239390394
h4020;68660;0.245455064
h4021;68041;0.24275807
h4022;66594;0.240189503
h4023;65614;0.235109449
h4024;64123;0.21514598
h4025;63624;0.186235338
h4026;63092;0.143625674
h4027;62051;0.097519906
h4028;59775;0.059933217
h4029;57268;0.042609664
h4030;55410;0.037929165
h4031;50929;0.036873198
h4032;47320;0.036809291
h4033;45299;0.036737955
h4034;44107;0.033485041
h4035;44174;0.028006449
h4036;45105;0.028919547
h4037;47749;0.033898789
h4038;55285;0.051932488
h4039;61689;0.092037494
h4040;65227;0.156296814
h4041;66275;0.22203992
h4042;68058;0.2747143
h4043;69361;0.304432809
h4044;68438;0.319770013
h4045;67750;0.325305674
h4046;66513;0.318329029
h4047;65276;0.295886776
h4048;63701;0.264099528
h4049;63222;0.224536674
h4050;62500;0.172989399
h4051;61095;0.119145111
h4052;58459;0.078583556
h4053;55913;0.065486296
h4054;54278;0.067412364
h4055;50387;0.069794981
h4056;46501;0.068911902
h4057;44291;0.066743695
h4058;42629;0.063106242
h4059;42254;0.065659591
h4060;42285;0.070452471
h4061;42132;0.077698847
h4062;44689;0.098653429
h4063;48423;0.137681159
h4064;51591;0.197135684
h4065;53995;0.253851421
h4066;55875;0.307842634
h4067;57930;0.34922401
h4068;57635;0.375
h4069;56132;0.382816958
h4070;54889;0.391618167
h4071;54050;0.382788429
h4072;53617;0.362775305
h4073;54332;0.31824147
h4074;54751;0.275419377
h4075;54270;0.22466621
h4076;52674;0.188548442
h4077;51273;0.166138879
h4078;50488;0.154841379
h4079;46832;0.15449903
h4080;43676;0.152106651
h4081;41863;0.150452698
h4082;40744;0.145975618
h4083;40776;0.136479646
h4084;41758;0.125515078
h4085;44538;0.128951308
h4086;51297;0.136736294
h4087;57144;0.155813788
h4088;61030;0.191673202
h4089;62882;0.229086761
h4090;64441;0.261296072
h4091;65657;0.287017894
h4092;64811;0.312340486
h4093;63280;0.33181721
h4094;61552;0.339759036
h4095;60470;0.342867327
h4096;59352;0.329307764
h4097;59419;0.281685321
h4098;59084;0.234062879
h4099;57655;0.185299779
h4100;55232;0.132572895
h4101;52965;0.111342411
h4102;51700;0.097369359
h4103;47912;0.086975119
h4104;44459;0.084520296
h4105;42200;0.084463265
h4106;40718;0.082067953
h4107;40330;0.080385531
h4108;40351;0.081568929
h4109;40441;0.084620101
h4110;42734;0.095441778
h4111;46558;0.135862669
h4112;50871;0.195303477
h4113;54321;0.256113036
h4114;56530;0.302151503
h4115;57817;0.31558236
h4116;56458;0.320843492
h4117;54412;0.341146613
h4118;52690;0.346193878
h4119;51623;0.346650128
h4120;51179;0.315682165
h4121;51717;0.277528266
h4122;52090;0.232060111
h4123;50854;0.180660707
h4124;48247;0.128976147
h4125;45953;0.101230449
h4126;45827;0.094529278
h4127;44405;0.093616779
h4128;41093;0.088625282
h4129;38743;0.083164618
h4130;37183;0.081710342
h4131;36181;0.079457641
h4132;35919;0.077575637
h4133;35317;0.081553509
h4134;36318;0.098120847
h4135;38624;0.139795831
h4136;42459;0.211140894
h4137;45915;0.290099518
h4138;48561;0.351079301
h4139;50979;0.394878668
h4140;50533;0.418945507
h4141;48830;0.422566939
h4142;47471;0.420542359
h4143;46544;0.407624968
h4144;46215;0.373292652
h4145;47188;0.318058684
h4146;48674;0.255282443
h4147;48852;0.19293393
h4148;48181;0.127919245
h4149;47548;0.093957626
h4150;48788;0.086757535
h4151;45868;0.082936497
h4152;43189;0.080532033
h4153;41583;0.077082086
h4154;40551;0.076640151
h4155;40661;0.076640151
h4156;41987;0.074929433
h4157;45345;0.070167935
h4158;54637;0.080802897
h4159;61257;0.118666781
h4160;64985;0.19020329
h4161;66535;0.261554472
